primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,geo_data
eurcoo,[],[''],52.8467,16.3932,Fulica atra,Eurasian Coot,Romuald Mikusek,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/713483,eurcoo/XC713483.ogg,52.8467 16.3932 Romuald Mikusek
rorpar,[],[''],28.4618,-16.2616,Psittacula krameri,Rose-ringed Parakeet,Rubén Barone,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/760789,rorpar/XC760789.ogg,28.4618 -16.2616 Rubén Barone
greegr,[],['flight call'],18.0357,-94.4722,Ardea alba,Great Egret,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/331727,greegr/XC331727.ogg,18.0357 -94.4722 Manuel Grosselet
eurcoo,[],[''],37.0493,37.9682,Fulica atra,Eurasian Coot,GABRIEL LEITE,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/802139,eurcoo/XC802139.ogg,37.0493 37.9682 GABRIEL LEITE
greegr,[],"['begging call', 'hatchling or nestling']",51.6712,4.1941,Ardea alba,Great Egret,Maarten Sluijter,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/650221,greegr/XC650221.ogg,51.6712 4.1941 Maarten Sluijter
grewar3,[],"['male', 'song']",53.796,20.4733,Phylloscopus trochiloides,Greenish Warbler,Krzysztof Jankowski,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/478349,grewar3/XC478349.ogg,53.796 20.4733 Krzysztof Jankowski
greegr,[],[''],-30.9035,-57.9356,Ardea alba,Great Egret,Guillermo Treboux,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/811612,greegr/XC811612.ogg,-30.9035 -57.9356 Guillermo Treboux
eurcoo,[],['flight call'],58.7506,23.8879,Fulica atra,Eurasian Coot,Veljo Runnel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/392798,eurcoo/XC392798.ogg,58.7506 23.8879 Veljo Runnel
grewar3,[],['song'],60.3765,18.2614,Phylloscopus trochiloides,Greenish Warbler,Teet Sirotkin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/138775,grewar3/XC138775.ogg,60.3765 18.2614 Teet Sirotkin
eurcoo,[],['call'],61.5626,29.5669,Fulica atra,Eurasian Coot,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/279005,eurcoo/XC279005.ogg,61.5626 29.5669 Eetu Paljakka
whbwat1,[],[''],25.1287,121.4773,Amaurornis phoenicurus,White-breasted Waterhen,Chi-Hsuan Shao,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/807998,whbwat1/XC807998.ogg,25.1287 121.4773 Chi-Hsuan Shao
rewbul,[],[''],22.492,114.044,Pycnonotus jocosus,Red-whiskered Bulbul,Bo Shunqi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/724419,rewbul/XC724419.ogg,22.492 114.044 Bo Shunqi
blrwar1,[],"['adult', 'male', 'song']",,,Acrocephalus dumetorum,Blyth's Reed Warbler,Jan Andersson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/656165,blrwar1/XC656165.ogg,nan nan Jan Andersson
blrwar1,[],['call'],58.104,24.473,Acrocephalus dumetorum,Blyth's Reed Warbler,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/666076,blrwar1/XC666076.ogg,58.104 24.473 Uku Paal
rorpar,[],[''],41.8288,12.464,Psittacula krameri,Rose-ringed Parakeet,Dimitri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/817304,rorpar/XC817304.ogg,41.8288 12.464 Dimitri
graher1,[],"['bill clappering', 'call']",43.4879,4.4081,Ardea cinerea,Gray Heron,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/357552,graher1/XC357552.ogg,43.4879 4.4081 Stanislas Wroza
litegr,[],[''],47.8915,2.0253,Egretta garzetta,Little Egret,FREDERIC Lionel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/858034,litegr/XC858034.ogg,47.8915 2.0253 FREDERIC Lionel
graher1,[],['flight call'],48.8665,2.2627,Ardea cinerea,Gray Heron,nick talbot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/431402,graher1/XC431402.ogg,48.8665 2.2627 nick talbot
eurcoo,[],[''],48.1267,-1.6349,Fulica atra,Eurasian Coot,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/781994,eurcoo/XC781994.ogg,48.1267 -1.6349 Bernard BOUSQUET
blrwar1,[],"['male', 'song']",56.158,47.4894,Acrocephalus dumetorum,Blyth's Reed Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/199698,blrwar1/XC199698.ogg,56.158 47.4894 Albert Lastukhin
graher1,[],['nocturnal flight call'],52.0148,5.0378,Ardea cinerea,Gray Heron,Albert Noorlander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/540680,graher1/XC540680.ogg,52.0148 5.0378 Albert Noorlander
grewar3,[],['song'],28.4559,76.9001,Phylloscopus trochiloides,Greenish Warbler,Ramit Singal,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/129539,grewar3/XC129539.ogg,28.4559 76.9001 Ramit Singal
gyhcaf1,[],['song'],-9.7309,119.9393,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Gareth K.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/351526,gyhcaf1/XC351526.ogg,-9.7309 119.9393 Gareth K.
grewar3,[],['song'],60.2331,25.1491,Phylloscopus trochiloides,Greenish Warbler,Hannu Varkki,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/477610,grewar3/XC477610.ogg,60.2331 25.1491 Hannu Varkki
grtdro1,[],['song'],12.6079,102.0425,Dicrurus paradiseus,Greater Racket-tailed Drongo,Albert Noorlander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/606823,grtdro1/XC606823.ogg,12.6079 102.0425 Albert Noorlander
bcnher,[],"['flight call', 'nocturnal flight call']",38.9402,-74.9624,Nycticorax nycticorax,Black-crowned Night-Heron,Molly Jacobson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/437720,bcnher/XC437720.ogg,38.9402 -74.9624 Molly Jacobson
graher1,[],[''],30.8135,121.5301,Ardea cinerea,Gray Heron,Bo Shunqi 薄顺奇,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/842809,graher1/XC842809.ogg,30.8135 121.5301 Bo Shunqi 薄顺奇
rorpar,[],['flight call'],52.0147,5.0379,Psittacula krameri,Rose-ringed Parakeet,Albert Noorlander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/561983,rorpar/XC561983.ogg,52.0147 5.0379 Albert Noorlander
eurcoo,[],[''],59.5496,18.1602,Fulica atra,Eurasian Coot,Alan Dalton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/796730,eurcoo/XC796730.ogg,59.5496 18.1602 Alan Dalton
graher1,[],['nocturnal flight call'],47.3523,0.734,Ardea cinerea,Gray Heron,Benoit Paepegaey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/675228,graher1/XC675228.ogg,47.3523 0.734 Benoit Paepegaey
blrwar1,[],"['adult', 'male', 'mimicry/imitation', 'song']",51.866,5.9006,Acrocephalus dumetorum,Blyth's Reed Warbler,J. Veeken,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/657563,blrwar1/XC657563.ogg,51.866 5.9006 J. Veeken
blrwar1,[],['song'],54.9659,-1.3656,Acrocephalus dumetorum,Blyth's Reed Warbler,Mark Newsome,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/653893,blrwar1/XC653893.ogg,54.9659 -1.3656 Mark Newsome
grewar3,[],[''],27.1593,77.5232,Phylloscopus trochiloides,Greenish Warbler,Roald Bierhalter,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/760551,grewar3/XC760551.ogg,27.1593 77.5232 Roald Bierhalter
blrwar1,[],['song'],59.1742,15.582,Acrocephalus dumetorum,Blyth's Reed Warbler,Rickard Holgersson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/478413,blrwar1/XC478413.ogg,59.1742 15.582 Rickard Holgersson
eurcoo,[],[''],50.7014,4.9395,Fulica atra,Eurasian Coot,CLAES Victor,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/779934,eurcoo/XC779934.ogg,50.7014 4.9395 CLAES Victor
rorpar,[],['call'],43.764,11.2475,Psittacula krameri,Rose-ringed Parakeet,Filippo Ceccolini,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/669425,rorpar/XC669425.ogg,43.764 11.2475 Filippo Ceccolini
bcnher,[],['nocturnal flight call'],48.0228,0.1995,Nycticorax nycticorax,Black-crowned Night-Heron,Christian Kerihuel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/582943,bcnher/XC582943.ogg,48.0228 0.1995 Christian Kerihuel
eurcoo,[],['call'],37.2056,-6.171,Fulica atra,Eurasian Coot,Carlos W.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/302637,eurcoo/XC302637.ogg,37.2056 -6.171 Carlos W.
graher1,[],['nocturnal flight call'],52.0149,5.0378,Ardea cinerea,Gray Heron,Albert Noorlander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/631774,graher1/XC631774.ogg,52.0149 5.0378 Albert Noorlander
rorpar,[],['call'],12.9912,80.2363,Psittacula krameri,Rose-ringed Parakeet,Vivek Puliyeri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/469368,rorpar/XC469368.ogg,12.9912 80.2363 Vivek Puliyeri
rorpar,[],['flight call'],9.546,78.6017,Psittacula krameri,Rose-ringed Parakeet,Vijay Nivash,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/283707,rorpar/XC283707.ogg,9.546 78.6017 Vijay Nivash
gyhcaf1,[],"['call', 'song']",29.4059,79.5151,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/73275,gyhcaf1/XC73275.ogg,29.4059 79.5151 Mike Nelson
litegr,[],['flight call'],43.5801,-0.2983,Egretta garzetta,Little Egret,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/138320,litegr/XC138320.ogg,43.5801 -0.2983 Bernard BOUSQUET
eurcoo,[],[''],45.8872,0.9012,Fulica atra,Eurasian Coot,MILLON Xavier,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/710346,eurcoo/XC710346.ogg,45.8872 0.9012 MILLON Xavier
bcnher,[],['begging call'],50.4323,3.6845,Nycticorax nycticorax,Black-crowned Night-Heron,Jérémy Simar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/256939,bcnher/XC256939.ogg,50.4323 3.6845 Jérémy Simar
eurcoo,[],[''],58.5529,26.606,Fulica atra,Eurasian Coot,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/804809,eurcoo/XC804809.ogg,58.5529 26.606 Uku Paal
grewar3,[],['song'],62.1506,25.6932,Phylloscopus trochiloides,Greenish Warbler,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/501074,grewar3/XC501074.ogg,62.1506 25.6932 Tero Linjama
bcnher,[],[''],17.9021,42.381,Nycticorax nycticorax,Black-crowned Night-Heron,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/746436,bcnher/XC746436.ogg,17.9021 42.381 David Darrell-Lambert
greegr,[],[''],25.0289,56.3668,Ardea alba,Great Egret,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/758130,greegr/XC758130.ogg,25.0289 56.3668 David Darrell-Lambert
blrwar1,[],"['male', 'song']",53.2016,20.6363,Acrocephalus dumetorum,Blyth's Reed Warbler,Piotr Szczypiński,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/141038,blrwar1/XC141038.ogg,53.2016 20.6363 Piotr Szczypiński
blrwar1,[],['song'],60.2755,17.4285,Acrocephalus dumetorum,Blyth's Reed Warbler,Kalle Brinell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/480512,blrwar1/XC480512.ogg,60.2755 17.4285 Kalle Brinell
eurcoo,[],['call'],46.4564,24.2025,Fulica atra,Eurasian Coot,Octavian Trica,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/309355,eurcoo/XC309355.ogg,46.4564 24.2025 Octavian Trica
graher1,[],[''],49.4218,8.6781,Ardea cinerea,Gray Heron,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/711534,graher1/XC711534.ogg,49.4218 8.6781 Jorge Leitão
grewar3,[],[''],50.268,16.4925,Phylloscopus trochiloides,Greenish Warbler,Romuald Mikusek,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/810537,grewar3/XC810537.ogg,50.268 16.4925 Romuald Mikusek
whbwat1,[],[''],31.103,121.3298,Amaurornis phoenicurus,White-breasted Waterhen,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/712735,whbwat1/XC712735.ogg,31.103 121.3298 Ray Tsu 诸仁
graher1,[],"['aberrant', 'nocturnal flight call']",54.2386,-0.4196,Ardea cinerea,Gray Heron,Dan Lombard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/636750,graher1/XC636750.ogg,54.2386 -0.4196 Dan Lombard
gyhcaf1,[],['song'],-6.7465,106.5373,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Paulo Alves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/237544,gyhcaf1/XC237544.ogg,-6.7465 106.5373 Paulo Alves
rorpar,[],['call'],18.4973,73.8044,Psittacula krameri,Rose-ringed Parakeet,Rajgopal Patil,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/464252,rorpar/XC464252.ogg,18.4973 73.8044 Rajgopal Patil
eurcoo,[],[''],58.6397,16.7958,Fulica atra,Eurasian Coot,Hans Norelius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/720306,eurcoo/XC720306.ogg,58.6397 16.7958 Hans Norelius
litegr,[],[''],45.8271,1.293,Egretta garzetta,Little Egret,MERCIER Christophe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/749604,litegr/XC749604.ogg,45.8271 1.293 MERCIER Christophe
gyhcaf1,[],[''],25.2957,98.7939,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Geoff Carey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/720382,gyhcaf1/XC720382.ogg,25.2957 98.7939 Geoff Carey
bcnher,[],[''],18.3134,102.6129,Nycticorax nycticorax,Black-crowned Night-Heron,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/839161,bcnher/XC839161.ogg,18.3134 102.6129 Bram Piot
eurcoo,[],"['adult', 'call', 'human', 'wind']",51.8861,-8.4881,Fulica atra,Eurasian Coot,Mr Mark Shorten,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/621931,eurcoo/XC621931.ogg,51.8861 -8.4881 Mr Mark Shorten
whbwat1,[],['call'],13.7472,100.8191,Amaurornis phoenicurus,White-breasted Waterhen,Peter Ericsson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/462432,whbwat1/XC462432.ogg,13.7472 100.8191 Peter Ericsson
rorpar,[],['call'],41.1449,-8.59,Psittacula krameri,Rose-ringed Parakeet,Hannu Varkki,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/546321,rorpar/XC546321.ogg,41.1449 -8.59 Hannu Varkki
grewar3,[],[''],54.6029,18.8112,Phylloscopus trochiloides,Greenish Warbler,Mikołaj Koss,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/755982,grewar3/XC755982.ogg,54.6029 18.8112 Mikołaj Koss
graher1,[],['call'],48.6404,1.6493,Ardea cinerea,Gray Heron,Tanguy Loïs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/587018,graher1/XC587018.ogg,48.6404 1.6493 Tanguy Loïs
rorpar,[],[''],52.0747,4.7632,Psittacula krameri,Rose-ringed Parakeet,Michel Veldt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/770741,rorpar/XC770741.ogg,52.0747 4.7632 Michel Veldt
blrwar1,[],"['call', 'song']",52.5916,-1.6984,Acrocephalus dumetorum,Blyth's Reed Warbler,Mark Smiles,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/658088,blrwar1/XC658088.ogg,52.5916 -1.6984 Mark Smiles
graher1,[],['call'],48.3941,2.577,Ardea cinerea,Gray Heron,julien Rochefort,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/309150,graher1/XC309150.ogg,48.3941 2.577 julien Rochefort
whbwat1,[],[''],-0.9392,131.291,Amaurornis phoenicurus,White-breasted Waterhen,yasinchumaedi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/822437,whbwat1/XC822437.ogg,-0.9392 131.291 yasinchumaedi
rewbul,[],[''],13.714,100.5247,Pycnonotus jocosus,Red-whiskered Bulbul,Sam Hambly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/859314,rewbul/XC859314.ogg,13.714 100.5247 Sam Hambly
blrwar1,[],['song'],58.4681,15.4944,Acrocephalus dumetorum,Blyth's Reed Warbler,Erik Jonsson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/570070,blrwar1/XC570070.ogg,58.4681 15.4944 Erik Jonsson
gyhcaf1,[],['song'],-6.7461,106.5182,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/204131,gyhcaf1/XC204131.ogg,-6.7461 106.5182 Mike Nelson
grewar3,[],"['call', 'song']",24.4642,118.4095,Phylloscopus trochiloides,Greenish Warbler,funkerhunter,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/349053,grewar3/XC349053.ogg,24.4642 118.4095 funkerhunter
eurcoo,[],"['adult', 'call', 'juvenile']",51.9516,4.9908,Fulica atra,Eurasian Coot,Albert Noorlander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/663409,eurcoo/XC663409.ogg,51.9516 4.9908 Albert Noorlander
rorpar,[],['call'],35.4486,-118.9088,Psittacula krameri,Rose-ringed Parakeet,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267026,rorpar/XC267026.ogg,35.4486 -118.9088 Andrew Spencer
graher1,[],"['adult', 'call', 'sex uncertain']",45.6065,9.2953,Ardea cinerea,Gray Heron,Matteo Barattieri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/534081,graher1/XC534081.ogg,45.6065 9.2953 Matteo Barattieri
blrwar1,['blrwar1'],"['Vocalization in pair formation.', 'adult', 'call', 'female']",60.4291,15.5731,Acrocephalus dumetorum,Blyth's Reed Warbler,Björn Söderlund,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/614071,blrwar1/XC614071.ogg,60.4291 15.5731 Björn Söderlund
greegr,[],"['alarm call', 'male', 'song']",51.3722,23.256,Ardea alba,Great Egret,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/187098,greegr/XC187098.ogg,51.3722 23.256 Jarek Matusiak
grtdro1,[],['call'],,,Dicrurus paradiseus,Greater Racket-tailed Drongo,Helge Kvam,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/450264,grtdro1/XC450264.ogg,nan nan Helge Kvam
eurcoo,[],[''],49.3914,-1.1719,Fulica atra,Eurasian Coot,Martin Billard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/696601,eurcoo/XC696601.ogg,49.3914 -1.1719 Martin Billard
graher1,[],[''],45.8872,0.9012,Ardea cinerea,Gray Heron,MILLON Xavier,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/707170,graher1/XC707170.ogg,45.8872 0.9012 MILLON Xavier
litegr,[],['flight call'],50.8692,1.5842,Egretta garzetta,Little Egret,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/681286,litegr/XC681286.ogg,50.8692 1.5842 Stanislas Wroza
graher1,[],['nocturnal flight call'],52.4267,-1.5596,Ardea cinerea,Gray Heron,Andrew Cobley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/683606,graher1/XC683606.ogg,52.4267 -1.5596 Andrew Cobley
grewar3,[],['song'],36.8594,101.9744,Phylloscopus trochiloides,Greenish Warbler,Tomas Carlberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/176008,grewar3/XC176008.ogg,36.8594 101.9744 Tomas Carlberg
gyhcaf1,[],['uncertain'],19.8221,102.1008,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/618448,gyhcaf1/XC618448.ogg,19.8221 102.1008 Bram Piot
litegr,[],['call'],39.799,3.107,Egretta garzetta,Little Egret,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/411010,litegr/XC411010.ogg,39.799 3.107 Jerome Fischer
grewar3,[],['call'],17.749,83.3445,Phylloscopus trochiloides,Greenish Warbler,U V V JANARDHAN,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/442604,grewar3/XC442604.ogg,17.749 83.3445 U V V JANARDHAN
